year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
1983,1,2,2,0,1121,1529,detached,400,0,FALSE,FALSE,TRUE,TRUE,5763,Krueger Glen,1932,South Anthony,11353,151196
1990,1,2,1,1,903,904,attached,443,0,TRUE,FALSE,TRUE,TRUE,5763,Krueger Glen,,South Anthony,11353,95128
1985,1,2,2,0,1465,1464,none,0,1221,FALSE,FALSE,TRUE,TRUE,5221,Krueger Glen,1401,South Anthony,11353,50397
2014,1,3,3,0,1980,2172,attached,572,0,TRUE,TRUE,TRUE,TRUE,620,Perry Island,,South Anthony,11353,452342
2005,1,2,2,1,1814,1924,attached,706,0,TRUE,FALSE,TRUE,TRUE,420,Johnson Track,,South Anthony,11353,258296
2008,1,3,3,0,1685,1790,attached,564,0,TRUE,FALSE,TRUE,TRUE,87082,Chelsea Circles,,South Anthony,11353,273423
2000,1,3,1,1,1704,1709,attached,454,0,TRUE,FALSE,TRUE,TRUE,236,Gillespie Falls,,South Anthony,11353,292317
2003,1,4,2,1,1941,1951,attached,440,0,TRUE,TRUE,TRUE,TRUE,441,Marie Expressway,,South Anthony,11353,367924
2004,1,3,2,0,1524,1578,attached,445,0,TRUE,FALSE,TRUE,TRUE,321,Marie Expressway,,South Anthony,11353,289796
2015,1,2,1,1,1859,2205,attached,589,0,TRUE,FALSE,TRUE,TRUE,102,Joshua Mews,,South Anthony,11353,378002
2003,1,3,2,1,2180,2183,attached,1096,0,TRUE,TRUE,TRUE,TRUE,921,Gerald Land,,South Anthony,11353,403196
2004,1,3,1,1,1699,1707,attached,447,0,TRUE,FALSE,TRUE,TRUE,5224,Luis Lock,,South Anthony,11353,239398
2004,1,3,2,1,2017,2219,attached,619,0,TRUE,TRUE,TRUE,TRUE,77000,Jennifer Shore,,South Anthony,11353,440999
2007,1,3,2,0,1830,1871,attached,474,0,TRUE,FALSE,TRUE,TRUE,884,Mcintyre Tunnel,,South Anthony,11353,390601
2002,1,3,2,0,1301,1301,attached,654,0,TRUE,FALSE,TRUE,TRUE,7169,Jennifer Stream,,South Anthony,11353,270900
1982,1,2,2,0,1528,1785,attached,270,199,FALSE,FALSE,TRUE,TRUE,88,Robinson Canyon,,South Anthony,11353,226804
1981,1,1,2,0,985,1016,attached,230,227,FALSE,FALSE,TRUE,TRUE,620,John Terrace,,South Anthony,11353,169471
2015,1,3,2,0,2020,2133,attached,420,0,FALSE,FALSE,TRUE,TRUE,178,Carmen Pike,,South Anthony,11353,327601
1981,1,4,2,0,1514,1636,attached,562,0,FALSE,TRUE,TRUE,TRUE,480,Christine Extensions,,South Anthony,11353,409504
1979,2,2,1,1,1021,1021,none,0,0,FALSE,FALSE,TRUE,TRUE,4984,Jessica Greens,1026,South Anthony,11353,119073
1981,1,3,1,1,1769,1920,attached,550,0,TRUE,FALSE,TRUE,TRUE,978,Ballard Brook,,South Anthony,11353,277202
1979,1,1,1,0,615,619,none,0,0,FALSE,FALSE,TRUE,TRUE,37343,Brad Lodge,288,South Anthony,11353,100799
1979,1,3,1,1,1373,1555,attached,459,0,TRUE,FALSE,TRUE,TRUE,30721,Daniel Cape,,South Anthony,11353,200972
1981,1,3,1,1,1368,1560,attached,461,0,TRUE,FALSE,TRUE,TRUE,30721,Daniel Cape,,South Anthony,11353,258298
1985,1,2,1,1,1113,1122,attached,471,0,FALSE,FALSE,TRUE,TRUE,4121,Ramsey Streets,,South Anthony,11353,226804
1981,1,2,1,1,1004,1399,attached,478,0,FALSE,FALSE,TRUE,TRUE,5677,Williams Crescent,,South Anthony,11353,182703
1969,1,4,1,1,1248,1333,attached,460,0,FALSE,FALSE,TRUE,TRUE,99503,Lawrence Valleys,,South Anthony,11353,223024
1976,1,3,1,1,1306,1626,detached,500,0,FALSE,FALSE,TRUE,TRUE,37528,Sanford Estate,,South Anthony,11353,226804
2008,2,5,2,1,2722,2806,attached,696,0,TRUE,FALSE,TRUE,TRUE,2616,Pamela Street,,Jenniferberg,11989,340199
2006,1,4,1,1,1747,1861,attached,437,0,TRUE,FALSE,TRUE,TRUE,277,Amy Dale,,Jenniferberg,11989,302401
2005,1,4,2,0,1792,1837,attached,422,0,TRUE,FALSE,TRUE,TRUE,792,Amy Dale,,Jenniferberg,11989,260823
2005,1,4,2,0,1950,2062,attached,620,0,TRUE,FALSE,TRUE,TRUE,1590,Ashley Crossroad,,Jenniferberg,11989,308704
2003,1,4,2,0,1546,1545,attached,423,0,TRUE,FALSE,TRUE,TRUE,64638,Johnson Route,,South Anthony,11353,283502
2005,1,4,2,0,1545,2065,attached,424,0,TRUE,FALSE,TRUE,TRUE,15912,Gill Run,,South Anthony,11353,270901
2005,2,5,2,1,2157,2263,attached,513,0,TRUE,TRUE,TRUE,TRUE,17574,Alvarez Junction,,Jenniferberg,11989,296104
2003,1,4,2,0,1549,2049,attached,418,0,TRUE,FALSE,TRUE,TRUE,2523,Howard Creek,,South Anthony,11353,291063
2004,1,4,2,0,1552,1541,attached,418,0,TRUE,TRUE,TRUE,TRUE,5634,Zimmerman Common,,South Anthony,11353,327602
2003,1,4,2,1,2524,2522,attached,625,0,TRUE,FALSE,TRUE,TRUE,368,Travis Springs,,South Anthony,11353,330122
2003,1,4,3,0,2131,2431,attached,438,0,TRUE,TRUE,TRUE,TRUE,3879,Tracy Forest,,South Anthony,11353,343348
2002,1,3,2,0,1507,1539,attached,403,0,TRUE,FALSE,TRUE,TRUE,34834,Garza Trail,,South Anthony,11353,264597
2005,1,4,2,0,2029,2029,attached,430,0,FALSE,FALSE,TRUE,TRUE,6590,Peterson Bypass,,Jenniferberg,11989,283497
1972,1,3,1,1,1116,1172,none,0,260,FALSE,FALSE,TRUE,TRUE,8605,Smith Harbors,,South Anthony,11353,178916
2005,1,4,2,0,2030,2031,attached,433,0,FALSE,FALSE,TRUE,TRUE,6726,Hayley Corner,,Jenniferberg,11989,294844
1970,1,3,1,1,1124,1150,none,0,255,FALSE,FALSE,FALSE,FALSE,684,Jeffery Union,,South Anthony,11353,144900
1949,1,2,2,0,1217,1227,none,0,0,FALSE,FALSE,FALSE,FALSE,733,Regina Springs,,South Anthony,11353,100798
1977,1,2,2,0,1441,1666,none,0,933,FALSE,FALSE,TRUE,TRUE,63252,Anthony Grove,,Lewishaven,11980,125996
1952,1,3,1,0,1060,1115,detached,359,0,FALSE,FALSE,TRUE,TRUE,766,Burgess Hill,,South Anthony,11353,110251
2004,1,3,1,1,1696,1778,attached,521,0,TRUE,FALSE,TRUE,TRUE,9447,Troy Brook,,South Anthony,11353,308703
1989,2,4,2,1,2118,2108,attached,459,0,TRUE,FALSE,TRUE,TRUE,8979,Steven Valley,,South Anthony,11353,226799
1958,1,3,2,0,936,1082,attached,311,0,FALSE,FALSE,TRUE,TRUE,18453,Curtis Viaduct,,South Anthony,11353,113403
1959,1,3,1,1,1206,1612,none,0,0,FALSE,FALSE,TRUE,TRUE,11667,Laura Course,,South Anthony,11353,188999
2002,1,4,2,1,2741,3064,attached,710,0,TRUE,FALSE,TRUE,TRUE,72730,Jeremy Ridges,,West Ann,10748,475654
2003,1,3,3,1,2235,2598,attached,589,0,TRUE,FALSE,TRUE,TRUE,527,Patrick Row,,South Anthony,10984,524157
2001,2,3,2,0,2995,3020,attached,654,0,TRUE,TRUE,TRUE,TRUE,4544,Gonzalez Center,,West Ann,10748,646379
1998,1,3,2,0,2020,2081,attached,622,0,TRUE,TRUE,TRUE,TRUE,33896,Bernard Islands,,West Ann,10748,428401
1994,1,3,3,1,3642,4251,attached,830,0,TRUE,TRUE,TRUE,TRUE,46189,Paula Mill,,South Anthony,10984,856797
1991,1,3,2,0,2086,2085,attached,501,0,TRUE,TRUE,TRUE,TRUE,64346,Billy Stream,,West Ann,10748,453600
1975,2,2,2,1,2603,3194,none,0,0,FALSE,FALSE,TRUE,TRUE,38757,Coleman Curve,,South Anthony,10984,302399
2001,1,4,3,0,4162,4921,attached,918,0,TRUE,TRUE,TRUE,TRUE,716,Jonathan Stream,,South Anthony,10984,882000
1961,1,2,1,1,1232,1696,none,0,176,TRUE,FALSE,TRUE,TRUE,711,Sloan Brooks,1932,South Anthony,10984,188999
2007,1,4,2,1,2570,2822,attached,682,0,TRUE,TRUE,TRUE,TRUE,304,Lester Highway,,South Anthony,10984,541804
1978,1,3,1,1,2603,3238,attached,593,0,TRUE,TRUE,TRUE,TRUE,58830,Laura Light,,South Anthony,10984,630001
2005,1,4,4,0,3745,4043,attached,1125,0,TRUE,TRUE,TRUE,TRUE,7432,Laura Light,,South Anthony,10984,894599
2005,1,4,2,1,2354,2657,attached,437,0,TRUE,FALSE,TRUE,TRUE,64541,Thomas Wall,,South Anthony,11353,340202
2006,1,4,2,1,2345,2649,attached,437,0,TRUE,FALSE,TRUE,TRUE,616,Thomas Wall,,South Anthony,11353,279720
2005,2,4,2,1,1851,2016,attached,483,0,TRUE,FALSE,TRUE,TRUE,4243,Christine Meadows,,South Anthony,11353,217984
1993,1,4,1,1,1501,1495,attached,458,0,FALSE,FALSE,TRUE,TRUE,85108,Daniels Burg,,South Anthony,11353,270901
1990,1,3,2,0,1863,1859,attached,465,0,TRUE,FALSE,TRUE,TRUE,125,Knight Hills,,South Anthony,11353,296104
2001,1,4,2,0,1629,1676,attached,493,0,TRUE,FALSE,TRUE,TRUE,2162,Patrick Crescent,,South Anthony,11353,289804
1979,1,1,1,0,668,746,none,0,0,FALSE,FALSE,TRUE,TRUE,415,Mitchell Heights,2676,South Anthony,11353,25202
1981,1,2,1,0,906,1071,none,0,0,FALSE,FALSE,TRUE,TRUE,3410,Morris Extension,3954,South Anthony,11353,70558
1996,1,4,2,0,1662,2058,attached,455,0,TRUE,FALSE,TRUE,TRUE,7833,Blake Estates,,South Anthony,11353,272164
1983,1,3,1,1,1085,1085,attached,444,0,TRUE,TRUE,TRUE,TRUE,120,Owen Crossroad,,South Anthony,11353,179549
1995,1,3,1,1,1364,1765,attached,640,0,TRUE,TRUE,TRUE,TRUE,5132,Vazquez Walk,,South Anthony,11353,277196
2000,1,4,2,0,1517,1517,attached,410,0,TRUE,FALSE,TRUE,TRUE,278,Finley Creek,,South Anthony,11302,252002
2002,1,3,2,0,1253,1248,attached,443,0,TRUE,FALSE,TRUE,TRUE,7991,Melissa Circle,,South Anthony,11353,220499
2001,1,4,2,0,1730,1727,attached,411,0,TRUE,FALSE,TRUE,TRUE,3542,Shaw Flat,,South Anthony,11353,308698
1965,1,3,2,1,2372,2989,attached,554,0,TRUE,TRUE,TRUE,TRUE,82747,John Glen,,South Anthony,11353,264603
1981,1,3,1,1,1210,1492,attached,500,0,FALSE,FALSE,TRUE,TRUE,1406,Curry Lights,,South Anthony,11353,245696
1958,1,3,1,1,1283,1746,attached,492,0,TRUE,TRUE,TRUE,TRUE,1253,Brittany Underpass,,South Anthony,11353,211680
1988,1,4,3,0,2198,2472,attached,592,0,TRUE,TRUE,TRUE,TRUE,48497,Mason Summit,,South Anthony,10984,390600
2014,1,3,2,0,2021,2134,attached,420,0,FALSE,FALSE,TRUE,TRUE,7478,Angela Corners,,South Anthony,10984,347756
1985,1,3,1,1,1624,1631,attached,420,0,TRUE,FALSE,TRUE,TRUE,4266,Wayne Locks,,South Anthony,10984,325078
1987,1,1,1,0,766,755,none,0,177,FALSE,FALSE,TRUE,TRUE,43266,Amanda Spring,1693,South Anthony,10984,113404
1989,1,2,2,0,963,962,none,0,178,FALSE,FALSE,TRUE,TRUE,43266,Amanda Spring,1084,South Anthony,10984,138604
1989,1,2,2,0,964,957,none,0,178,FALSE,FALSE,TRUE,TRUE,43266,Amanda Spring,3176,South Anthony,10984,144899
1988,1,1,1,0,764,761,none,0,179,FALSE,FALSE,TRUE,TRUE,43266,Amanda Spring,2481,South Anthony,10984,84421
1989,1,1,1,0,757,757,none,0,183,FALSE,FALSE,TRUE,TRUE,43266,Amanda Spring,3564,South Anthony,10984,112140
1989,1,1,1,0,765,765,none,0,176,FALSE,FALSE,TRUE,TRUE,43266,Amanda Spring,1931,South Anthony,10984,109620
1981,1,3,2,1,2529,3111,attached,502,0,TRUE,TRUE,TRUE,TRUE,31855,Woods Walks,,South Anthony,10984,818996
2006,1,4,2,0,2027,2074,attached,485,0,TRUE,FALSE,TRUE,TRUE,7754,Yang Canyon,,South Anthony,11353,359100
2005,1,2,2,0,1918,2193,attached,505,0,FALSE,FALSE,TRUE,TRUE,1663,Mitchell Village,,South Anthony,11353,378004
2001,1,3,2,1,1982,2206,attached,472,0,TRUE,FALSE,TRUE,TRUE,306,Steven Meadows,,South Anthony,11353,447302
2002,1,2,2,0,1697,1907,attached,466,0,TRUE,FALSE,TRUE,TRUE,113,Petersen Isle,,South Anthony,11353,351537
2003,1,2,2,0,2195,2333,attached,524,0,TRUE,FALSE,TRUE,TRUE,99971,Moore Run,,South Anthony,11353,345238
2003,1,3,2,1,2117,2678,attached,631,0,TRUE,FALSE,TRUE,TRUE,692,White Camp,,South Anthony,11353,522896
2000,1,2,2,0,2170,2501,attached,439,0,FALSE,TRUE,TRUE,TRUE,9436,Torres Dale,,South Anthony,11353,422098
2000,1,2,1,1,1528,1676,attached,440,0,FALSE,FALSE,TRUE,TRUE,6144,Lamb Forges,,South Anthony,11353,315002
1996,1,2,1,1,1517,1672,attached,444,0,FALSE,FALSE,TRUE,TRUE,1981,Vang Creek,,South Anthony,11353,399422
1990,2,4,2,1,1781,1784,attached,460,0,TRUE,TRUE,TRUE,TRUE,3308,Johnson Dam,,South Anthony,11353,297360
1993,1,3,2,0,1628,2420,attached,452,0,TRUE,TRUE,TRUE,TRUE,46223,White Land,,South Anthony,11353,292319
2002,1,4,2,0,2218,2210,attached,644,0,TRUE,FALSE,TRUE,TRUE,831,Darius Row,,South Anthony,11353,441001
2002,1,2,0,1,1297,1300,attached,416,0,TRUE,TRUE,TRUE,TRUE,3589,Darius Row,,South Anthony,11353,321302
2015,1,3,2,1,2825,3045,attached,699,0,TRUE,TRUE,TRUE,TRUE,195,Lester Highway,,South Anthony,10984,636304
2004,1,6,3,1,3255,3462,attached,439,0,TRUE,TRUE,TRUE,TRUE,8951,Tamara Fort,,West Ann,10748,529198
2003,1,3,1,1,1529,1753,attached,489,0,TRUE,FALSE,TRUE,TRUE,7736,Michael Club,,South Anthony,11353,340198
2003,1,3,2,1,1901,2223,attached,507,0,TRUE,FALSE,TRUE,TRUE,1002,Andrea Walk,,South Anthony,11353,491399
2001,1,4,2,1,2021,2022,attached,444,0,TRUE,FALSE,TRUE,TRUE,252,Riley Radial,,West Ann,10748,371704
2001,1,3,2,0,1812,1838,attached,440,0,TRUE,FALSE,TRUE,TRUE,2890,Morrison Common,,West Ann,10748,384302
2001,1,3,2,0,1806,1834,attached,444,0,TRUE,TRUE,TRUE,TRUE,96290,Ramirez Ford,,West Ann,10748,441004
2000,1,3,2,0,1710,1709,attached,419,0,TRUE,TRUE,TRUE,TRUE,4921,Coleman Ville,,West Ann,10748,443519
1998,1,4,2,0,1692,1787,attached,579,0,TRUE,TRUE,TRUE,TRUE,957,Patty Extension,,West Ann,10748,441001
2000,1,3,2,1,2286,2416,attached,640,0,TRUE,TRUE,TRUE,TRUE,9690,Amber Ports,,West Ann,10748,478798
1997,1,3,2,0,1795,1830,attached,439,0,TRUE,TRUE,TRUE,TRUE,62195,Craig Throughway,,West Ann,10748,412019
1995,1,3,2,0,1480,1482,attached,599,0,TRUE,FALSE,TRUE,TRUE,5032,Ramos Course,,West Ann,10748,315003
1995,1,3,2,0,1432,1433,attached,440,0,TRUE,TRUE,TRUE,TRUE,78971,Maxwell Light,,West Ann,10748,205377
1998,1,3,2,0,1802,1851,attached,422,0,TRUE,FALSE,TRUE,TRUE,846,Maxwell Light,,West Ann,10748,412649
1996,1,4,2,0,2012,2024,attached,583,0,TRUE,TRUE,TRUE,TRUE,9796,Saunders Squares,,West Ann,10748,439737
1997,2,4,3,0,2733,2733,attached,652,0,TRUE,TRUE,TRUE,TRUE,288,Debra Springs,,West Ann,10748,573303
1994,1,3,1,1,1451,1451,attached,461,0,TRUE,FALSE,TRUE,TRUE,136,Paul Turnpike,,West Ann,10748,340204
1990,1,3,2,0,1721,1725,attached,598,0,TRUE,TRUE,TRUE,TRUE,803,Welch Haven,,West Ann,10748,396901
1995,1,4,2,0,1900,1903,attached,604,0,TRUE,TRUE,TRUE,TRUE,408,Vincent Trafficway,,West Ann,10748,459900
1993,1,3,2,1,1587,1586,attached,508,0,TRUE,FALSE,TRUE,TRUE,485,Douglas Trail,,West Ann,10748,277202
1991,1,3,2,1,1590,1584,attached,506,0,TRUE,FALSE,TRUE,TRUE,485,Douglas Trail,,West Ann,10748,301137
1989,2,4,2,1,2296,2644,attached,481,0,TRUE,TRUE,TRUE,TRUE,55949,Williams Extensions,,West Ann,10748,463681
1991,2,4,2,1,2297,2661,attached,483,0,TRUE,TRUE,TRUE,TRUE,92682,Long Pike,,West Ann,10748,464312
1992,1,4,2,1,2016,2174,attached,503,0,TRUE,FALSE,TRUE,TRUE,915,Douglas Squares,,West Ann,10748,408243
1999,1,2,1,1,913,910,attached,234,0,FALSE,FALSE,TRUE,TRUE,388,Chavez Stravenue,,West Ann,10748,207897
2001,1,1,1,1,761,767,detached,235,0,FALSE,FALSE,TRUE,TRUE,3195,Chavez Stravenue,,West Ann,10748,179550
1988,1,2,1,1,911,918,detached,239,0,FALSE,FALSE,TRUE,TRUE,486,Wright Lodge,,West Ann,10748,245074
1989,1,1,1,0,760,760,detached,235,0,FALSE,FALSE,TRUE,TRUE,834,Wright Lodge,,West Ann,10748,177034
2004,1,4,2,0,1569,1590,attached,440,0,FALSE,TRUE,TRUE,TRUE,38543,Smith Garden,,Jenniferberg,11989,308696
2000,1,4,2,0,1384,1589,attached,486,0,FALSE,FALSE,TRUE,TRUE,8122,Sarah Burg,,Jenniferberg,11989,258302
1997,1,4,2,0,1280,1355,attached,464,0,FALSE,FALSE,TRUE,TRUE,2827,John Court,,Jenniferberg,11989,258304
2007,1,4,3,1,2520,2961,attached,473,0,TRUE,TRUE,TRUE,TRUE,3863,Smith Unions,,South Anthony,11353,566997
2007,1,4,3,1,3473,3993,attached,628,0,TRUE,TRUE,TRUE,TRUE,309,Wilson Wall,,South Anthony,11353,938073
2004,1,4,3,0,3302,3751,attached,793,0,TRUE,TRUE,TRUE,TRUE,4459,Fields Street,,South Anthony,11353,825304
2002,1,4,2,1,2390,2653,attached,671,0,TRUE,TRUE,TRUE,TRUE,161,Frank Mountains,,South Anthony,11353,516599
2003,1,3,3,0,2928,3160,attached,469,0,TRUE,TRUE,TRUE,TRUE,200,Hardy Inlet,,West Ann,10748,1020598
2002,1,4,4,0,3247,3796,attached,669,0,TRUE,TRUE,TRUE,TRUE,91814,Catherine Brook,,West Ann,10748,1080451
2001,1,4,4,0,3853,4384,attached,865,0,TRUE,TRUE,TRUE,TRUE,592,Gordon Forest,,West Ann,10748,1071002
2000,1,4,3,1,3550,4005,attached,635,0,TRUE,TRUE,TRUE,TRUE,97813,Smith Highway,,West Ann,10748,1637999
2001,1,3,3,0,2926,3159,attached,830,0,TRUE,TRUE,TRUE,TRUE,44878,Shirley Port,,West Ann,10748,995396
1998,1,3,3,0,2633,2903,attached,588,0,TRUE,FALSE,TRUE,TRUE,870,Dustin Park,,West Ann,10748,970198
1995,1,3,2,1,2143,2355,attached,448,0,TRUE,FALSE,TRUE,TRUE,1379,Teresa Trail,,West Ann,10748,694262
2014,1,5,2,1,2650,2956,attached,948,0,TRUE,FALSE,TRUE,TRUE,657,Jessica Valleys,,South Anthony,10984,476283
2016,1,5,3,0,2814,3233,attached,658,0,TRUE,FALSE,TRUE,TRUE,38975,Gibson Hill,,South Anthony,10984,470614
2013,1,5,3,0,2816,3244,attached,712,0,TRUE,FALSE,TRUE,TRUE,510,Sonya Brooks,,South Anthony,10984,425248
2014,1,5,2,1,2649,2955,attached,687,0,TRUE,FALSE,TRUE,TRUE,778,David Centers,,South Anthony,10984,435961
2014,1,5,3,0,2811,3231,attached,650,0,TRUE,FALSE,TRUE,TRUE,510,Jessica Valleys,,South Anthony,10984,452970
2006,1,4,2,1,3145,3342,attached,730,0,TRUE,FALSE,TRUE,TRUE,85149,Michaela Island,,South Anthony,10984,371702
2006,2,4,2,1,2697,2901,attached,794,0,TRUE,FALSE,TRUE,TRUE,32222,Jennifer Rapids,,South Anthony,10984,215459
2005,2,4,2,1,2695,2902,attached,799,0,TRUE,FALSE,TRUE,TRUE,32222,Jennifer Rapids,,South Anthony,10984,321298
2006,1,3,2,0,2118,2163,attached,638,0,FALSE,FALSE,TRUE,TRUE,640,Jennifer Rapids,,South Anthony,10984,302397
2006,2,4,2,1,2693,2905,attached,794,0,TRUE,TRUE,TRUE,TRUE,3653,Morris Oval,,South Anthony,10984,359100
2011,1,3,2,0,1636,1632,attached,427,0,TRUE,FALSE,TRUE,TRUE,5064,Jeffrey Meadow,,South Anthony,10984,283496
2009,1,4,2,0,1927,1924,attached,424,0,TRUE,FALSE,TRUE,TRUE,17262,Jeffrey Meadow,,South Anthony,10984,265861
2007,1,2,1,1,1229,1257,attached,420,0,TRUE,FALSE,TRUE,TRUE,101,Alicia Summit,,West Ann,10748,188998
2004,1,4,2,1,2124,2118,attached,668,0,TRUE,FALSE,TRUE,TRUE,19254,Martin Flat,,South Anthony,11353,350283
2004,3,4,2,1,2749,2772,attached,463,0,TRUE,FALSE,TRUE,TRUE,3808,Lloyd Light,,North Erinville,11510,450448
1992,1,4,2,0,1490,1556,attached,427,0,TRUE,FALSE,TRUE,TRUE,437,Alvarez Corner,,South Anthony,11353,286017
1997,2,4,2,1,1735,1798,attached,656,0,TRUE,FALSE,TRUE,TRUE,497,Nicholas Key,,South Anthony,11353,314997
1992,1,3,2,0,1395,1461,attached,452,0,TRUE,FALSE,TRUE,TRUE,13194,Williams Common,,South Anthony,11353,279724
2015,1,4,3,0,2789,3351,attached,597,0,TRUE,TRUE,TRUE,TRUE,1615,Christina Forges,,West Ann,10748,655198
2016,1,4,3,0,2798,3353,attached,597,0,TRUE,TRUE,TRUE,TRUE,5685,Christina Forges,,West Ann,10748,630000
2003,1,3,2,1,2387,2587,attached,462,0,TRUE,TRUE,TRUE,TRUE,39905,Lopez Hills,,Lake Jennifer,10971,423356
1991,1,3,2,0,1585,1589,detached,479,0,FALSE,FALSE,TRUE,TRUE,177,Deborah Fall,,Lake Jennifer,10971,205382
2006,1,4,2,1,2454,2647,attached,813,0,TRUE,FALSE,TRUE,TRUE,20814,Aaron Gardens,,Lake Jennifer,10971,447296
1974,1,3,2,0,1340,1339,none,0,0,FALSE,FALSE,TRUE,TRUE,58975,Scott Skyway,,Lake Jennifer,10971,85677
2005,1,3,2,0,1500,1506,attached,436,0,FALSE,FALSE,TRUE,TRUE,349,Regina Springs,,West Terrence,10328,338942
1989,2,3,2,0,2040,2033,detached,574,0,TRUE,FALSE,TRUE,TRUE,495,April Plaza,,Lake Jennifer,10971,371699
1984,2,3,1,1,1700,2916,none,0,0,TRUE,FALSE,FALSE,FALSE,3604,Paul Turnpike,,Lake Jennifer,10971,422099
2005,1,4,1,1,2261,2255,attached,805,0,TRUE,FALSE,TRUE,TRUE,16053,Miller Lake,,Lake Jennifer,10971,452338
2006,1,3,2,0,1861,1862,none,0,0,FALSE,FALSE,TRUE,TRUE,967,Sara Isle,,Lake Jennifer,10971,233098
1991,1,2,1,1,1204,1204,none,0,0,FALSE,FALSE,TRUE,FALSE,9220,Melissa Lake,,West Terrence,10328,100799
1978,1,2,1,1,965,956,none,0,0,FALSE,FALSE,TRUE,FALSE,5227,Perez Streets,,West Terrence,10328,151200
1980,1,2,1,1,1250,1245,none,0,0,FALSE,FALSE,TRUE,TRUE,22012,Adams Forks,,West Terrence,10328,209164
1988,1,2,2,0,1632,1634,detached,1153,240,FALSE,FALSE,TRUE,TRUE,86901,Frazier Rapid,,West Terrence,10328,170096
1971,1,2,2,0,721,1337,none,0,198,FALSE,FALSE,TRUE,TRUE,89399,Evans Meadows,,West Terrence,10328,100804
1991,1,3,2,0,1852,1843,none,0,0,FALSE,FALSE,TRUE,TRUE,83524,Cherry Junctions,,West Terrence,10328,225538
1970,1,2,2,0,1095,1106,none,0,0,FALSE,FALSE,TRUE,TRUE,1575,Brown Crescent,,Lake Jennifer,10971,157499
1973,2,2,1,1,2460,2463,detached,525,308,TRUE,FALSE,TRUE,TRUE,1063,Laura Pine,,Jeffreyhaven,10346,332643
2002,1,2,2,0,1250,1250,none,0,0,FALSE,FALSE,TRUE,TRUE,43481,Contreras Extension,,Jeffreyhaven,10346,126001
2004,1,4,2,0,2432,2429,detached,484,0,FALSE,FALSE,TRUE,TRUE,2801,Michael Inlet,,Jeffreyhaven,10346,327603
2004,2,3,2,1,1583,2217,detached,599,0,TRUE,FALSE,TRUE,FALSE,71324,Richard Rapids,,South Stevenfurt,11270,661500
1961,1,2,1,1,918,2055,none,0,0,TRUE,FALSE,FALSE,FALSE,810,Megan Brooks,,Brownport,10510,226797
1986,2,3,2,0,1175,1172,none,0,393,TRUE,FALSE,TRUE,FALSE,967,Philip Square,,Brownport,10510,267753
1975,1,2,2,1,1177,1174,attached,468,0,TRUE,FALSE,TRUE,FALSE,5704,Barber Key,,Brownport,10510,339572
1978,4,2,1,1,1083,1075,none,0,0,TRUE,FALSE,TRUE,FALSE,9385,Adams Club,,Brownport,10510,158762
1977,4,2,1,1,1085,1082,none,0,0,TRUE,FALSE,TRUE,FALSE,9385,Adams Club,,Brownport,10510,264600
1969,2,3,2,0,1725,1972,none,0,0,TRUE,FALSE,TRUE,FALSE,689,Patrick Club,,Brownport,10510,359098
2009,3,2,1,1,2062,2346,detached,618,0,FALSE,FALSE,TRUE,FALSE,473,Walters Loaf,,Brownport,10510,390600
1936,1,3,1,1,2865,3706,attached,267,0,TRUE,FALSE,TRUE,FALSE,506,Ernest Square,,Brownport,10510,500222
1975,1,3,1,1,1930,1927,attached,540,0,TRUE,FALSE,FALSE,FALSE,29314,Shari Point,,Brownport,10510,289799
1976,2,3,1,1,1358,2134,none,0,0,TRUE,FALSE,TRUE,FALSE,21662,Stephens Ford,,Brownport,10510,451711
1972,1,3,1,1,1506,1514,attached,455,0,TRUE,FALSE,TRUE,FALSE,9333,Erica Greens,,Brownport,10510,327602
1975,4,3,1,1,1632,1874,none,0,353,TRUE,FALSE,TRUE,FALSE,221,Thomas Mews,,Brownport,10510,251999
1964,1,2,1,0,1256,1680,none,0,0,TRUE,FALSE,FALSE,FALSE,528,Jennifer Union,,Brownport,10510,384302
1940,2,2,1,0,1388,1391,none,0,0,TRUE,FALSE,TRUE,FALSE,5012,Jenkins Stream,,Brownport,10510,270900
1957,2,5,1,1,2948,3138,detached,398,226,TRUE,FALSE,TRUE,FALSE,219,Robert Key,,Brownport,10510,541803
1957,4,2,1,0,596,863,none,0,0,TRUE,FALSE,FALSE,FALSE,9156,Aaron Tunnel,,Brownport,10510,201604
1977,2,2,1,0,1062,1067,none,0,0,FALSE,FALSE,TRUE,FALSE,450,Jenkins Stream,,Brownport,10510,182704
1962,4,2,1,0,1004,1085,none,0,0,TRUE,FALSE,TRUE,FALSE,255,Sanchez Garden,,Brownport,10510,142378
2006,1,4,2,1,3482,3665,attached,777,0,TRUE,TRUE,TRUE,TRUE,91311,Michael Spurs,,Jeffreyhaven,10346,743397
1988,1,3,1,1,1434,1532,attached,439,0,TRUE,FALSE,TRUE,TRUE,3654,Robert Common,,Jeffreyhaven,10346,250740
1990,2,3,2,1,1863,1901,attached,465,0,TRUE,FALSE,TRUE,TRUE,745,Emily Ville,,Jeffreyhaven,10346,343976
